Weight,Word_1,Part_1,Word_2,Part_2
800,gezogen,Verb,Вытащил,глагол
800,Fayed,Eigenname,Файед,имя собственное
799,fahr,Verb,Водить (машину),глагол
799,Song,Substantiv,Песня,существительное
799,Penny,Eigenname,Пенни,имя собственное
799,geb,Verb,Рожденный,глагол
798,D,Buchstabe,Д,буква
798,Verräter,Substantiv,Предатель,существительное
798,Geheimnisse,Substantiv,Секреты,существительное
798,eh,Partikel,Ага,частица
797,annehmen,Verb,Предполагать,глагол
797,Dazu,Adverb,Кроме того,наречие
796,blind,Adjektiv,Слепой,прилагательное
796,schickt,Verb,Отправляет,глагол
795,Riesen,Substantiv,Гиганты,существительное
795,schuld,Substantiv,Вина,существительное
795,gesamte,Adjektiv,Весь,прилагательное
794,Gefällt,Verb,Радует,глагол
793,wünsche,Verb,Пожелания,глагол
793,zählt,Verb,Имеет значение,глагол
793,verändern,Verb,Изменять,глагол
793,Kiste,Substantiv,Коробка,существительное
792,behandeln,Verb,Обращаться,глагол
791,Grenze,Substantiv,Граница,существительное
791,Früher,Adverb,Ранее,наречие
790,Bauch,Substantiv,Живот,существительное
790,steh,Verb,Стой,глагол
790,schrieb,Verb,Написал,глагол
790,riecht,Verb,Пахнет,глагол
788,Nachmittag,Substantiv,Полдень,существительное
788,Vom,Präposition,Из,предлог
788,vergeben,Verb,Простить,глагол
788,Lachen,Substantiv,Смех,существительное
787,holt,Verb,Принести,глагол
787,Willow,Eigenname,Ива,имя собственное
787,Vorstellung,Substantiv,Представление,существительное
787,Video,Substantiv,Видео,существительное
787,Nächstes,Adjektiv,Следующий,прилагательное
786,Aufhören,Verb,Останавливаться,глагол
786,Sendung,Substantiv,Транслировать,существительное
786,Langsam,Adverb,Медленный,наречие
786,landen,Verb,Приземляться,глагол
785,erstes,Adjektiv,Первый,прилагательное
785,woanders,Adverb,Где-то еще,наречие
785,Fahrt,Substantiv,Поездка,существительное
784,echter,Adjektiv,Настоящий,прилагательное
784,liebte,Verb,Любил,глагол
784,komplett,Adverb,Полностью,наречие
784,getrennt,Verb,Разделенный,глагол
783,Affen,Substantiv,Обезьяны,существительное
783,Sprich,Verb,Говорить,глагол
783,Prinz,Substantiv,Принц,существительное
783,gedreht,Verb,Повернут,глагол
783,dringend,Adverb,Срочный,наречие
783,Daniel,Eigenname,Дэниел,имя собственное
782,CIA,Eigenname,ЦРУ,имя собственное
782,verbunden,Verb,Связаны вместе,глагол
782,schlechten,Adjektiv,Плохой,прилагательное
782,nackt,Adjektiv,Голый,прилагательное
782,Gas,Substantiv,Газ,существительное
782,Carl,Eigenname,Карл,имя собственное
781,Audrey,Eigenname,Одри,имя собственное
781,schwul,Adjektiv,Гей,прилагательное
781,Irgendwie,Adverb,Как-то,наречие
780,Deckung,Substantiv,Крышка,существительное
780,schicke,Verb,Отправлять,глагол
779,Gras,Substantiv,Трава,существительное
779,suchst,Verb,Ищите,глагол
779,Gentlemen,Substantiv,Господа,существительное
778,Beeilung,Substantiv,Торопиться,существительное
778,verletzen,Verb,Ранить,глагол
777,Diesmal,Adverb,На этот раз,наречие
777,trage,Verb,Носить,глагол
776,desto,Adverb,Тем больше,наречие
776,Zunge,Substantiv,Язык,существительное
776,springen,Verb,Прыгать,глагол
776,Gewehr,Substantiv,Винтовка,существительное
776,fliehen,Verb,Бежать,глагол
776,aufgenommen,Verb,Записано,глагол
775,Angeles,Eigenname,Анджелес,имя собственное
774,merkwürdig,Adjektiv,Необычный,прилагательное
773,weiterhin,Adverb,Более того,наречие
773,Stuhl,Substantiv,Стул,существительное
772,Star,Substantiv,Звезда,существительное
772,Zahlen,Verb,Платить,глагол
772,Vergessen,Verb,Забывать,глагол
772,Übrigens,Adverb,Кстати,наречие
772,Tode,Substantiv,Смерть,существительное
771,irgend,Adverb,Любой,наречие
771,teuer,Adjektiv,Дорогой,прилагательное
769,Mühe,Substantiv,Усилие,существительное
769,Zähne,Substantiv,Зубы,существительное
769,nirgendwo,Adverb,Нигде,наречие
769,erzähle,Verb,Рассказывать,глагол
769,Episode,Substantiv,Эпизод,существительное
768,ändert,Verb,Изменения,глагол
768,wofür,Interrogativpronomen,За что,вопросительное местоимение
767,Schnitt,Substantiv,Резать,существительное
767,Ziemlich,Adverb,Довольно,наречие
767,Zehn,Numeral,Десять,числительное
767,mindestens,Adverb,По меньшей мере,наречие
767,Jeden,Pronomen,Каждый,местоимение
766,eurer,Possessivpronomen,Твой,притяжательное местоимение
765,Jerry,Eigenname,Джерри,имя собственное
765,satt,Adjektiv,Сыт по горло,прилагательное
765,Helden,Substantiv,Герои,существительное
764,Aufmerksamkeit,Substantiv,Внимание,существительное
763,blöde,Adjektiv,Глупый,прилагательное
763,Freundschaft,Substantiv,Дружба,существительное
762,Absolut,Adverb,Абсолютно,наречие
762,treffe,Verb,Встретиться,глагол
762,Sydney,Eigenname,Сидней,имя собственное
762,freundlich,Adjektiv,Дружелюбно,прилагательное
761,schwarzene,Verb,Черный,глагол
761,Leitung,Substantiv,Линия,существительное
760,folgt,Verb,Следует,глагол
760,Sechs,Numeral,Шесть,числительное
759,Brian,Eigenname,Брайан,имя собственное
758,arme,Adjektiv,Бедный,прилагательное
758,Wieviel,Interrogativpronomen,Сколько,вопросительное местоимение
758,Szenen,Substantiv,Сцены,существительное
758,Norden,Substantiv,Север,существительное
758,Ms,Abkürzung,РС,аббревиатура
758,gesetzt,Verb,Набор,глагол
757,Chief,Adjektiv,Главный,прилагательное
757,verursacht,Verb,Вызванный,глагол
757,Roboter,Substantiv,Робот,существительное
756,Bender,Substantiv,Бендеры,существительное
755,Rechnung,Substantiv,Счет-фактура,существительное
755,trauen,Verb,Доверять,глагол
755,Mister,Substantiv,Господин,существительное
754,Hexe,Substantiv,Ведьма,существительное
754,Ohr,Substantiv,Ухо,существительное
754,nehm,Verb,Брать,глагол
754,jünger,Adjektiv,Моложе,прилагательное
754,Freut,Verb,Счастливый,глагол
754,Dieb,Substantiv,Вор,существительное
754,Bedeutung,Substantiv,Значение,существительное
753,Allerdings,Adverb,Однако,наречие
753,h,Substantiv,Час,существительное
752,Dingen,Substantiv,Вещи,существительное
751,freut,Verb,Счастливый,глагол
749,Ma,Eigenname,Ма,имя собственное
749,Schlange,Substantiv,Змея,существительное
749,Laut,Adjektiv,Громкий,прилагательное
748,klappt,Verb,Работает,глагол
748,Pilot,Substantiv,Пилот,существительное
748,morgens,Adverb,Утро,наречие
748,Holen,Verb,Принести,глагол
748,Grab,Substantiv,Могила,существительное
747,arbeitest,Verb,Работаешь,глагол
747,extra,Adverb,Дополнительный,наречие
746,bewusst,Adjektiv,Сознательно,прилагательное
746,Vorwärts,Adverb,Вперед,наречие
746,Verstehen,Verb,Понимать,глагол
745,Heilige,Adjektiv,Святые,прилагательное
745,verlässt,Verb,Оставляет,глагол
745,Taylor,Eigenname,Тейлор,имя собственное
745,halben,Adjektiv,Половина,прилагательное
745,endet,Verb,Заканчивается,глагол
743,Ed,Eigenname,Эд,имя собственное
743,Selbstmord,Substantiv,Самоубийство,существительное
743,Schneller,Adjektiv,Быстрее,прилагательное
743,Schade,Adverb,Очень жаль,наречие
743,Mond,Substantiv,Луна,существительное
743,Ideen,Substantiv,Идеи,существительное
743,Dabei,Adverb,Включено,наречие
742,Absicht,Substantiv,Намерение,существительное
742,Walter,Eigenname,Уолтер,имя собственное
742,Projekt,Substantiv,Проект,существительное
741,Einheit,Substantiv,Единица,существительное
741,umgehen,Verb,Уклоняться,глагол
741,Pferde,Substantiv,Лошади,существительное
740,gehofft,Verb,Надеялся,глагол
740,Leichen,Substantiv,Трупы,существительное
740,Explosion,Substantiv,Взрыв,существительное
739,Aufnahmen,Substantiv,Записи,существительное
739,Wilson,Eigenname,Уилсон,имя собственное
739,Töte,Verb,Убийство,глагол
738,Schatten,Substantiv,Тень,существительное
738,wählen,Verb,Выбирать,глагол
738,Türen,Substantiv,Двери,существительное
738,Kleider,Substantiv,Платья,существительное
737,Geister,Substantiv,Призраки,существительное
737,zweimal,Adverb,Дважды,наречие
737,William,Eigenname,Уильям,имя собственное
737,schief,Adjektiv,Неправильный,прилагательное
737,Morgan,Eigenname,Морган,имя собственное
737,Garten,Substantiv,Сад,существительное
736,erzählst,Verb,Рассказываешь,глагол
736,Schönheit,Substantiv,Красота,существительное
736,Hurensohn,Substantiv,Сукин сын,существительное
735,begann,Verb,Началось,глагол
735,existiert,Verb,Существует,глагол
734,Bestes,Adjektiv,Лучший,прилагательное
733,Bühne,Substantiv,Этап,существительное
732,verdammter,Adjektiv,Проклятый,прилагательное
731,langen,Verb,Длинный,глагол
731,Ton,Substantiv,Глина,существительное
731,Nachbarn,Substantiv,Соседи,существительное
730,mitgenommen,Verb,Забрали,глагол
730,Worüber,Interrogativpronomen,О чем,вопросительное местоимение
730,schien,Verb,Казалось,глагол
730,handeln,Verb,Действовать,глагол
730,gemein,Adjektiv,Иметь в виду,прилагательное
730,Einmal,Adverb,Один раз,наречие
729,Brust,Substantiv,Грудь,существительное
729,verschwinde,Verb,Пропадать,глагол
728,unternehmen,Substantiv,Компания,существительное
728,netter,Adjektiv,Приятнее,прилагательное
728,besser,Adjektiv,Лучший,прилагательное
727,aufgehört,Verb,Остановился,глагол
727,Wert,Substantiv,Ценить,существительное
726,reinkommen,Verb,Войдите,глагол
726,Hubschrauber,Substantiv,Вертолет,существительное
725,befindet,Verb,Расположен,глагол
725,weitermachen,Verb,Продолжать,глагол
725,Harvey,Eigenname,Харви,имя собственное
724,Acht,Numeral,Восемь,числительное
724,Wirklichkeit,Substantiv,Реальность,существительное
724,rauchen,Verb,Курить,глагол
724,Genie,Substantiv,Гений,существительное
723,einander,Pronomen,Друг друга,местоимение
723,Verbrecher,Substantiv,Преступник,существительное
722,spielst,Verb,Играешь,глагол
721,aufgeregt,Adjektiv,Расстройство,прилагательное
721,Vincent,Eigenname,Винсент,имя собственное
721,Rom,Eigenname,Рим,имя собственное
721,Größe,Substantiv,Размер,существительное
720,gegenseitig,Adverb,Друг друга,наречие
720,Unterstützung,Substantiv,Поддерживать,существительное
720,me,Pronomen,Мне,местоимение
720,Killer,Substantiv,Убийца,существительное
720,Hemd,Substantiv,Рубашка,существительное
720,Erlaubnis,Substantiv,Разрешение,существительное
720,Böse,Adjektiv,Зло,прилагательное
720,Ärzte,Substantiv,Врачи,существительное
719,Alte,Adjektiv,Старый,прилагательное
719,schreibt,Verb,Пишет,глагол
719,Kapitän,Substantiv,Капитан,существительное
719,größten,Adjektiv,Крупнейший,прилагательное
718,fuhr,Verb,Ехал,глагол
718,nachher,Adverb,Потом,наречие
718,fährst,Verb,Водишь машину,глагол
717,entlassen,Verb,Уволен,глагол
717,Stop,Substantiv,Остановка,существительное
717,Stimmen,Substantiv,Голоса,существительное
717,Nerven,Substantiv,Раздражать,существительное
717,Freitag,Substantiv,Пятница,существительное
717,entwickelt,Verb,Развитый,глагол
716,beobachtet,Verb,Наблюдал,глагол
716,Tränen,Substantiv,Слезы,существительное
715,Text,Substantiv,Текст,существительное
715,Nee,Partikel,Неа,частица
714,Mitte,Substantiv,Центр,существительное
714,St,Abkürzung,Ул.,аббревиатура
714,la,Partikel,Ла,частица
714,geraten,Verb,Посоветовал,глагол
713,Gegner,Substantiv,Противник,существительное
713,Simpson,Eigenname,Симпсон,имя собственное
713,Josh,Eigenname,Джош,имя собственное
712,dadurch,Präposition,Через это,предлог
712,Julie,Eigenname,Джули,имя собственное
712,herauszufinden,Verb,Чтобы узнать,глагол
711,Gast,Substantiv,Гость,существительное
711,setz,Verb,Помещать,глагол
710,blieb,Verb,Оставался,глагол
710,Strom,Substantiv,Электричество,существительное
708,Karma,Substantiv,Карма,существительное
708,Schnauze,Substantiv,Клюв (морда),существительное
708,müssten,Verb,Придется,глагол
708,Kunst,Substantiv,Искусство,существительное
707,besprechen,Verb,Обсуждать,глагол
706,Tritt,Substantiv,Пинать,существительное
706,Jacke,Substantiv,Куртка,существительное
706,entschuldige,Verb,Извини,глагол
705,Alkohol,Substantiv,Алкоголь,существительное
704,Prozent,Substantiv,Процент,существительное
704,Zelle,Substantiv,Клетка,существительное
704,vergiss,Verb,Забывать,глагол
704,Stich,Substantiv,Гравировка,существительное
704,Papier,Substantiv,Бумага,существительное
702,kenn,Verb,Знать,глагол
702,verboten,Verb,Запрещенный,глагол
702,Geduld,Substantiv,Терпение,существительное
701,angeht,Verb,Обеспокоенность,глагол
701,Theater,Substantiv,Театр,существительное
701,sag's,Verb,Скажи это,глагол
701,Nr,Abkürzung,Нет,аббревиатура
701,menschliche,Adjektiv,Человек,прилагательное
700,Hatte,Verb,Имел,глагол
700,schlau,Adjektiv,Умный,прилагательное
700,gerufen,Verb,Называется,глагол
699,Agenten,Substantiv,Агенты,существительное
699,verpassen,Verb,Скучать,глагол
699,Staffel,Substantiv,Эскадрилья,существительное
699,Ruhig,Adjektiv,Тихий,прилагательное
699,kapiert,Verb,Понятно,глагол
699,Herzlichen,Adjektiv,С уважением,прилагательное
699,Entschuldigt,Verb,Извини,глагол
698,Emily,Eigenname,Эмили,имя собственное
698,wußte,Verb,Знал,глагол
698,Menschheit,Substantiv,Человечество,существительное
698,Maggie,Eigenname,Мэгги,имя собственное
698,ertragen,Verb,Медведь,глагол
697,bricht,Verb,Перерывы,глагол
697,verwirrt,Adjektiv,Смущенный,прилагательное
696,Hoheit,Substantiv,Ваше Высочество,существительное
696,schaut,Verb,Выглядит,глагол
696,Howard,Eigenname,Ховард,имя собственное
696,beeilen,Verb,Торопиться,глагол
695,Abteilung,Substantiv,Отделение,существительное
695,Victor,Eigenname,Виктор,имя собственное
695,ums,Partikel,Хм,частица
695,Schaden,Substantiv,Повреждать,существительное
695,nette,Adjektiv,Милый,прилагательное
695,Chaos,Substantiv,Хаос,существительное
695,Bisher,Adverb,До настоящего времени,наречие
695,abhauen,Verb,Убегать,глагол
694,abgeschlossen,Verb,Завершенный,глагол
694,Pfund,Substantiv,Фунт,существительное
694,innerhalb,Präposition,В пределах,предлог
693,Botschaft,Substantiv,Сообщение,существительное
693,Regisseur,Substantiv,Директор,существительное
693,Großer,Adjektiv,Большой,прилагательное
692,dunkel,Adjektiv,Темный,прилагательное
692,Straßen,Substantiv,Улицы,существительное
692,Senator,Substantiv,Сенатор,существительное
691,antun,Verb,"Сделать, чтобы",глагол
691,ziehe,Verb,Тянуть,глагол
691,Verdammte,Substantiv,Проклятие,существительное
691,Klo,Substantiv,Лоо,существительное
691,gewählt,Verb,Выбранный,глагол
690,Diesen,Pronomen,Вот этот,местоимение
690,unschuldig,Adjektiv,Невиновный,прилагательное
689,Termin,Substantiv,Встреча,существительное
689,Wolf,Eigenname,Волк,имя собственное
688,enttäuscht,Verb,Расстроенный,глагол
687,vertraue,Verb,Доверять,глагол
686,erkannt,Verb,Признанный,глагол
685,liest,Verb,Читает,глагол
685,Wachen,Substantiv,Охранники,существительное
685,stellte,Verb,Представлен,глагол
685,schwimmen,Verb,Плавать,глагол
684,Ha,Interjektion,Ха,междометие
683,Fick,Verb,Эбать,глагол
683,erlebt,Verb,Опытный,глагол
682,ergibt,Verb,Результаты,глагол
682,Gründe,Substantiv,Причины,существительное
682,Familien,Substantiv,Семьи,существительное
681,älter,Adjektiv,Старше,прилагательное
681,Wüste,Substantiv,Пустыня,существительное
681,spielte,Verb,Играл,глагол
680,ehe,Konjunktion,До,союз
679,trägst,Verb,Нести,глагол
679,irgendjemand,Pronomen,Любой,местоимение
679,Flucht,Substantiv,Побег,существительное
679,bieten,Verb,Предложение,глагол
678,Alarm,Substantiv,Тревога,существительное
678,Stehen,Verb,Стоять,глагол
678,schmeckt,Verb,Вкусы,глагол
678,riskieren,Verb,Риск,глагол
678,konzentrieren,Verb,Сосредоточиться,глагол
678,Flotte,Substantiv,Флот,существительное
677,Armen,Substantiv,Бедный,существительное
676,Darüber,Präposition,Об этом,предлог
676,Sollten,Verb,Должен,глагол
675,Nadia,Eigenname,Надя,имя собственное
675,übergeben,Verb,Сдавать,глагол
675,Spiegel,Substantiv,Зеркало,существительное
675,selten,Adverb,Редко,наречие
675,Hure,Substantiv,Шлюха,существительное
674,befreien,Verb,Освободить,глагол
674,starten,Verb,Начинать,глагол
673,lebendig,Adjektiv,Живой,прилагательное
673,vernichten,Verb,Разрушать,глагол
673,vermissen,Verb,Скучать,глагол
673,Trinken,Verb,Напиток,глагол
673,Spielen,Verb,Играть,глагол
672,Mach's,Verb,Сделай это,глагол
672,wahren,Verb,Сохранять,глагол
672,spüren,Verb,Смысл,глагол
672,m,Abkürzung,м,аббревиатура
672,Könntest,Verb,Мог,глагол
672,Finde,Verb,Находить,глагол
672,betrifft,Verb,С уважением,глагол
672,Besonders,Adverb,Особенно,наречие
672,antworten,Verb,Отвечать,глагол
672,angekommen,Verb,Приехал,глагол
671,allerdings,Adverb,Однако,наречие
671,Schlacht,Substantiv,Боевой,существительное
671,richtiger,Adjektiv,Более правильный,прилагательное
671,Priester,Substantiv,Священник,существительное
671,erzähl,Verb,Рассказывать,глагол
671,entweder,Konjunktion,Или,союз
670,durcheinander,Adverb,Перепутал,наречие
669,begleiten,Verb,Сопровождать,глагол
669,Truppen,Substantiv,Войска,существительное
669,singt,Verb,Поет,глагол
669,Krebs,Substantiv,Рак,существительное
669,Gerechtigkeit,Substantiv,Справедливость,существительное
669,Beide,Pronomen,Оба,местоимение
668,außerdem,Adverb,Помимо этого,наречие
668,Zumindest,Adverb,По меньшей мере,наречие
667,Information,Substantiv,Информация,существительное
667,yeah,Partikel,Ага,частица
666,angesehen,Verb,Просмотрено,глагол
666,überzeugen,Verb,Убеждать,глагол
666,tötete,Verb,Убит,глагол
666,Satz,Substantiv,Предложение,существительное
666,Kuh,Substantiv,Корова,существительное
666,Bulle,Substantiv,Бык,существительное
665,Bomben,Substantiv,Бомбы,существительное
665,zählen,Verb,Считать,глагол
665,normalerweise,Adverb,Обычно,наречие
665,Lügner,Substantiv,Лжец,существительное
665,leg,Verb,Нога,глагол
665,Kugeln,Substantiv,Шарики,существительное
665,Dreh,Verb,Вращаться,глагол
665,arbeitete,Verb,Работал,глагол
664,akzeptieren,Verb,Принимать,глагол
664,Zeugen,Substantiv,Свидетели,существительное
664,trennen,Verb,Отдельный,глагол
664,hungrig,Adjektiv,Голодный,прилагательное
663,C,Buchstabe,С,буква
663,stört,Verb,Беспокоит,глагол
663,mehrere,Pronomen,Несколько,местоимение
662,ebenfalls,Adverb,Также,наречие
662,Wenigstens,Adverb,По меньшей мере,наречие
662,vorn,Adverb,Передний,наречие
662,Stoff,Substantiv,Материал,существительное
662,steigen,Verb,Взбираться,глагол
662,Dave,Eigenname,Дэйв,имя собственное
662,Damals,Adverb,В это время,наречие
661,beinahe,Adverb,Почти,наречие
661,umzubringen,Verb,Укокошить,глагол
661,Talent,Substantiv,Талант,существительное
661,stammt,Verb,Происходит от,глагол
661,Müll,Substantiv,Мусор,существительное
661,Gleiche,Adjektiv,Такой же,прилагательное
660,Films,Substantiv,Фильмы,существительное
660,Strafe,Substantiv,Штраф,существительное
660,Spannende,Adjektiv,Захватывающий,прилагательное
660,lauter,Adverb,Громче,наречие
659,Fähigkeit,Substantiv,Возможность,существительное
659,Später,Adverb,Позже,наречие
659,Katie,Eigenname,Кэти,имя собственное
658,frag,Verb,Просить,глагол
658,Westen,Substantiv,Запад,существительное
658,verschwindet,Verb,Исчезает,глагол
658,Normalerweise,Adverb,Обычно,наречие
658,Logan,Eigenname,Логан,имя собственное
658,locker,Adjektiv,Свободный,прилагательное
658,Leonard,Eigenname,Леонард,имя собственное
657,Leiter,Substantiv,Директор,существительное
657,Jonathan,Eigenname,Джонатан,имя собственное
657,dahinter,Präposition,За этим,предлог
656,angenommen,Verb,Предполагалось,глагол
656,zuhören,Verb,Слушать,глагол
656,verlor,Verb,Потерянный,глагол
656,Ted,Eigenname,Тед,имя собственное
656,sexy,Adjektiv,Сексуальный,прилагательное
656,Feld,Substantiv,Поле,существительное
656,Beruhige,Verb,Успокоиться,глагол
655,aufnehmen,Verb,Записать,глагол
655,schwarz,Adjektiv,Черный,прилагательное
655,Kollegen,Substantiv,Коллеги,существительное
654,is,Verb,Является,глагол
654,Walt,Eigenname,Уолт,имя собственное
654,voraus,Adverb,Заранее,наречие
653,verhaften,Verb,Арестовать,глагол
653,Grad,Substantiv,Степень,существительное
652,gleichzeitig,Adverb,В то же время,наречие
652,versuchst,Verb,Пытаться,глагол
651,Helfen,Verb,Помощь,глагол
651,Unmöglich,Adjektiv,Невозможный,прилагательное
651,Universum,Substantiv,Вселенная,существительное
650,Dummkopf,Substantiv,Дурак,существительное
649,boardtvuserde,Substantiv,Доскателевизорземля,существительное
649,saß,Verb,Сидел,глагол
649,Mexiko,Eigenname,Мексика,имя собственное
649,draussen,Adverb,Снаружи,наречие
648,begegnet,Verb,Столкнулся,глагол
648,gucken,Verb,Смотреть,глагол
648,geholt,Verb,Принесенный,глагол
647,einverstanden,Adverb,Согласованный,наречие
647,Marian,Eigenname,Мариан,имя собственное
646,Brille,Substantiv,Очки,существительное
646,wohne,Verb,Жить,глагол
646,Notfall,Substantiv,Чрезвычайная ситуация,существительное
645,Andere,Pronomen,Другой,местоимение
645,Verzeihen,Verb,Прощение,глагол
645,Spuren,Substantiv,Смысл,существительное
645,Pizza,Substantiv,Пицца,существительное
644,grad,Substantiv,Степень,существительное
644,Quelle,Substantiv,Источник,существительное
644,Mitglied,Substantiv,Член,существительное
644,leichter,Adjektiv,Легче,прилагательное
644,Dämon,Substantiv,Демон,существительное
643,brennt,Verb,Ожоги,глагол
643,herausgefunden,Verb,Узнал,глагол
643,fehlen,Verb,Скучать,глагол
643,erwarte,Verb,Ожидать,глагол
643,Details,Substantiv,Подробности,существительное
642,begraben,Verb,Похороненный,глагол
642,Vegas,Eigenname,Вегас,имя собственное
642,Texas,Eigenname,Техас,имя собственное
642,Halt's,Verb,Прекрати это,глагол
641,geöffnet,Verb,Открыть,глагол
640,verbracht,Verb,Потраченный,глагол
640,steigt,Verb,Поднимается,глагол
640,Klinik,Substantiv,Клиника,существительное
639,beruhigen,Verb,Спокойствие,глагол
639,Sack,Substantiv,Сумка,существительное
639,laß,Verb,Позволять,глагол
639,kochen,Verb,Готовить,глагол
638,auseinander,Adverb,Отдельно,наречие
638,Magst,Verb,Может,глагол
638,Kohle,Substantiv,Деньги,существительное
637,Jackson,Eigenname,Джексон,имя собственное
637,soll's,Verb,Должно,глагол
637,Rock,Substantiv,Камень,существительное
636,Nathan,Eigenname,Натан,имя собственное
636,Sonntag,Substantiv,Воскресенье,существительное
636,Set,Substantiv,Набор,существительное
636,Presse,Substantiv,Нажимать,существительное
636,ebenso,Adverb,Также,наречие
636,Bravo,Eigenname,Браво,имя собственное
636,Beerdigung,Substantiv,Похороны,существительное
635,angreifen,Verb,Атаковать,глагол
635,Untersuchung,Substantiv,Расследование,существительное
635,legt,Verb,Лежит,глагол
635,Japan,Eigenname,Япония,имя собственное
634,bestellt,Verb,Заказал,глагол
634,Süden,Substantiv,Юг,существительное
634,Donna,Eigenname,Донна,имя собственное
633,dicht,Adverb,Закрывать,наречие
632,Hoch,Adjektiv,Высокий,прилагательное
632,gefolgt,Verb,Подписан,глагол
631,Fest,Adverb,Твердо,наречие
631,Wunderbar,Adjektiv,Замечательный,прилагательное
631,TV,Substantiv,ТВ,существительное
631,Treppe,Substantiv,Лестница,существительное
631,toten,Verb,Убийство,глагол
631,Stärke,Substantiv,Сила,существительное
631,ruiniert,Verb,Разрушенный,глагол
631,Manager,Substantiv,Менеджер,существительное
631,leise,Adverb,Тихий,наречие
631,kosten,Verb,Расходы,глагол
631,Finden,Verb,Находить,глагол
631,eurem,Possessivpronomen,Твой,притяжательное местоимение
631,Eindruck,Substantiv,Впечатление,существительное
631,dürfte,Verb,Должен,глагол
630,besiegen,Verb,Поражение,глагол
630,trinke,Verb,Напиток,глагол
630,Militär,Adjektiv,Военный,прилагательное
630,Kevin,Eigenname,Кевин,имя собственное
630,Gift,Substantiv,Яд,существительное
629,deutlich,Adverb,Четко,наречие
629,welchen,Interrogativpronomen,Какие из них,вопросительное местоимение
629,weißen,Verb,Белый,глагол
629,s,Pronomen,С,местоимение
629,klingelt,Verb,Кольца,глагол
628,Bye,Interjektion,Пока,междометие
627,Etwa,Adverb,Примерно,наречие
627,Schädel,Substantiv,Череп,существительное
627,Findest,Verb,Находить,глагол
626,Dinger,Substantiv,Вещи,существительное
626,wichtige,Adjektiv,Важный,прилагательное
625,taten,Verb,Делал,глагол
625,Vorschlag,Substantiv,Предположение,существительное
625,Hintergrund,Substantiv,Фон,существительное
625,dienen,Verb,Служить,глагол
624,Bestimmt,Adverb,Определенно,наречие
623,rechtzeitig,Adverb,Пунктуальный,наречие
623,wagen,Verb,Осмелиться,глагол
623,Montag,Substantiv,Понедельник,существительное
622,Daran,Präposition,К этому,предлог
621,drehten,Verb,Повернулся,глагол
621,wartest,Verb,Ждать,глагол
621,untersuchen,Verb,Расследовать,глагол
621,rausfinden,Verb,Выяснить,глагол
621,Dunkelheit,Substantiv,Темнота,существительное
620,Brot,Substantiv,Хлеб,существительное
620,wundervoll,Adjektiv,Замечательный,прилагательное
620,Thomas,Eigenname,Томас,имя собственное
620,Kommando,Substantiv,Команда,существительное
619,Führer,Substantiv,Лидер,существительное
618,vorgestellt,Verb,Представлен,глагол
618,nenne,Verb,Имя,глагол
618,nahmen,Verb,Взял,глагол
617,Maschinen,Substantiv,Машины,существительное
617,Wetter,Substantiv,Погода,существительное
617,Inspektor,Substantiv,Инспектор,существительное
617,Geschmack,Substantiv,Вкус,существительное
616,erfüllt,Verb,Выполнено,глагол
616,Post,Substantiv,Почта,существительное
615,Mittagessen,Substantiv,Обед,существительное
615,Schlafzimmer,Substantiv,Спальня,существительное
615,harte,Adjektiv,Твердость,прилагательное
614,gezwungen,Verb,Принужденный,глагол
614,Wach,Substantiv,Бодрствующий,существительное
614,überlegt,Verb,Обдуманный,глагол
613,Hood,Substantiv,Капюшон,существительное
613,sitze,Verb,Сидеть,глагол
613,Landes,Substantiv,Страна,существительное
613,dauernd,Adverb,Постоянно,наречие
612,beobachten,Verb,Наблюдать,глагол
612,überprüft,Verb,Проверено,глагол
612,tollen,Verb,Большой,глагол
612,Schweine,Substantiv,Свиньи,существительное
612,gelegt,Verb,Размещен,глагол
611,Elizabeth,Eigenname,Элизабет,имя собственное
611,Personen,Substantiv,Люди,существительное
611,kämpft,Verb,Драки,глагол
611,ergeben,Verb,Результат,глагол
609,China,Eigenname,Китай,имя собственное
609,zurückkehren,Verb,Возвращаться,глагол
609,wechseln,Verb,Изменять,глагол
608,Turk,Substantiv,Турок,существительное
608,Zahl,Substantiv,Число,существительное
608,Wache,Substantiv,Сторожить,существительное
608,Schiffe,Substantiv,Корабли,существительное
608,Ritter,Substantiv,Рыцарь,существительное
608,perfekte,Adjektiv,Идеальный,прилагательное
608,hergekommen,Verb,Пришел сюда,глагол
608,gelebt,Verb,Жил,глагол
607,frisch,Adjektiv,Свежий,прилагательное
607,Samstag,Substantiv,Суббота,существительное
607,roten,Verb,Краснеть,глагол
607,Passt,Verb,Подходит,глагол
607,Lippen,Substantiv,Губы,существительное
607,Besten,Adjektiv,Лучший,прилагательное
606,Admiral,Substantiv,Адмирал,существительное
606,wirken,Verb,Работает,глагол
606,schnappen,Verb,Щелчок,глагол
606,Samurai,Substantiv,Самурай,существительное
606,öfter,Adverb,Чаще,наречие
606,Klamotten,Substantiv,Одежда,существительное
605,Arthur,Eigenname,Артур,имя собственное
605,Wem,Interrogativpronomen,Кому,вопросительное местоимение
605,Tim,Eigenname,Тим,имя собственное
605,Street,Substantiv,Улица,существительное
605,Realität,Substantiv,Реальность,существительное
605,Pech,Substantiv,Невезение,существительное
